Indicator ID,Indicator Name,Display Name,Dataset,Value Type Slug,Value Type Descriptor,Units,Rank 1,Category 1 - slug,Category 1.1,Category 1.2,Category 1.3,Category 1.4,Category 1.5,Rank 2,Category 2 - slug,Category 2.1,Category 2.2,Category 2.3,Category 2.4,Category 2.5,Rank 3,Category 3 - slug,Category 3.1,Category 3.2,Category 3.3,Category 3.4,Category 3.5,Rank 4,Category 4 - slug,Category 4.1,Category 4.2,Category 4.3,Category 4.4,Category 4.5
2447,Regional Trade Agreement (RTA) trade in services commitments: Communication Services - Courier services,Regional Trade Agreement (RTA) trade in services commitments: Communication Services - Courier services,I-TIP Services,presence,Presence,Yes/No,5.008,trade.rta.serv.comm.courier,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Communication Services - Courier services,,,,,,,,,,,,,,,,,,,,,,
2450,Regional Trade Agreement (RTA) trade in services commitments: Communication Services - Other,Regional Trade Agreement (RTA) trade in services commitments: Communication Services - Other,I-TIP Services,presence,Presence,Yes/No,5.0089999999999995,trade.rta.serv.comm.other,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Communication Services - Other,,,,,,,,,,,,,,,,,,,,,,
2453,Regional Trade Agreement (RTA) trade in services commitments: Construction and Related Engineering Services - Installation and assembly work,Regional Trade Agreement (RTA) trade in services commitments: Construction and Related Engineering Services - Installation and assembly work,I-TIP Services,presence,Presence,Yes/No,5.01,trade.rta.serv.constr.install,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Construction and Related Engineering Services - Installation and assembly work,,,,,,,,,,,,,,,,,,,,,,
2456,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Commission agents' services,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Commission agents' services,I-TIP Services,presence,Presence,Yes/No,5.024,trade.rta.serv.dist.agent,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Commission agents' services,,,,,,,,,,,,,,,,,,,,,,
2459,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Franchising,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Franchising,I-TIP Services,presence,Presence,Yes/No,5.025,trade.rta.serv.dist.franch,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Franchising,,,,,,,,,,,,,,,,,,,,,,
2462,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Secondary education services,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Secondary education services,I-TIP Services,presence,Presence,Yes/No,5.026,trade.rta.serv.ed.secondary,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Secondary education services,,,,,,,,,,,,,,,,,,,,,,
2454,Regional Trade Agreement (RTA) trade in services commitments: Construction and Related Engineering Services - Building completion and finishing work,Regional Trade Agreement (RTA) trade in services commitments: Construction and Related Engineering Services - Building completion and finishing work,I-TIP Services,presence,Presence,Yes/No,5.02,trade.rta.serv.constr.buid,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Construction and Related Engineering Services - Building completion and finishing work,,,,,,,,,,,,,,,,,,,,,,
2457,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Wholesale trade services,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Wholesale trade services,I-TIP Services,presence,Presence,Yes/No,4.004,trade.rta.serv.dist.wholesale,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Wholesale trade services,,,,,,,,,,,,,,,,,,,,,,
2460,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Other,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Other,I-TIP Services,presence,Presence,Yes/No,5.021,trade.rta.serv.dist.other,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Other,,,,,,,,,,,,,,,,,,,,,,
2463,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Higher education services,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Higher education services,I-TIP Services,presence,Presence,Yes/No,5.022,trade.rta.serv.ed.higher,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Higher education services,,,,,,,,,,,,,,,,,,,,,,
2466,Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Sewage services,Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Sewage services,I-TIP Services,presence,Presence,Yes/No,5.023,trade.rta.serv.env.sewage,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Sewage services,,,,,,,,,,,,,,,,,,,,,,
2469,Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Other,Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Other,I-TIP Services,presence,Presence,Yes/No,5.038,trade.rta.serv.env.other,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Other,,,,,,,,,,,,,,,,,,,,,,
2472,Regional Trade Agreement (RTA) trade in services commitments: Financial Services - Other,Regional Trade Agreement (RTA) trade in services commitments: Financial Services - Other,I-TIP Services,presence,Presence,Yes/No,5.039,trade.rta.serv.fin.other,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Financial Services - Other,,,,,,,,,,,,,,,,,,,,,,
2475,Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Social Services,Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Social Services,I-TIP Services,presence,Presence,Yes/No,5.04,trade.rta.serv.health.social,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Social Services,,,,,,,,,,,,,,,,,,,,,,
2458,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Retailing services,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Retailing services,I-TIP Services,presence,Presence,Yes/No,4.003,trade.rta.serv.dist.retail,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Distribution Services - Retailing services,,,,,,,,,,,,,,,,,,,,,,
2461,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Primary education services,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Primary education services,I-TIP Services,presence,Presence,Yes/No,5.016,trade.rta.serv.ed.primary,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Primary education services,,,,,,,,,,,,,,,,,,,,,,
2464,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Adult education,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Adult education,I-TIP Services,presence,Presence,Yes/No,5.031000000000001,trade.rta.serv.ed.adult,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Adult education,,,,,,,,,,,,,,,,,,,,,,
2467,Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Refuse disposal services,Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Refuse disposal services,I-TIP Services,presence,Presence,Yes/No,5.032,trade.rta.serv.env.refuse,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Refuse disposal services,,,,,,,,,,,,,,,,,,,,,,
2470,Regional Trade Agreement (RTA) trade in services commitments: Financial Services - All insurance and insurance-related services,Regional Trade Agreement (RTA) trade in services commitments: Financial Services - All insurance and insurance-related services,I-TIP Services,presence,Presence,Yes/No,5.033,trade.rta.serv.fin.ins,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Financial Services - All insurance and insurance-related services,,,,,,,,,,,,,,,,,,,,,,
2473,Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Hospital services,Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Hospital services,I-TIP Services,presence,Presence,Yes/No,5.034,trade.rta.serv.health.hosp,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Hospital services,,,,,,,,,,,,,,,,,,,,,,
2476,Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Other,Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Other,I-TIP Services,presence,Presence,Yes/No,5.035,trade.rta.serv.health.other,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Other,,,,,,,,,,,,,,,,,,,,,,
2479,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Tourist guides services,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Tourist guides services,I-TIP Services,presence,Presence,Yes/No,5.002,trade.rta.serv.mmits.tourism.tourist,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Tourist guides services,,5.002,trade.rta.serv.mmits.tourism.tourist,Trade,Trade Outcomes,Tourism,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Tourist guides services,,5.002,sectors.rta.serv.mmits.tourism.tourist,Sectors,Tourism,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Tourist guides services,,,,,,,,,
2465,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Other education services,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Other education services,I-TIP Services,presence,Presence,Yes/No,5.027,trade.rta.serv.ed.other,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Educational Services - Other education services,,,,,,,,,,,,,,,,,,,,,,
2468,Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Sanitation and similar services,Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Sanitation and similar services,I-TIP Services,presence,Presence,Yes/No,5.0280000000000005,trade.rta.serv.env.sanit,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Environmental Services - Sanitation and similar services,,,,,,,,,,,,,,,,,,,,,,
2471,Regional Trade Agreement (RTA) trade in services commitments: Financial Services - Banking and other financial services (excl. insurance),Regional Trade Agreement (RTA) trade in services commitments: Financial Services - Banking and other financial services (excl. insurance),I-TIP Services,presence,Presence,Yes/No,5.029,trade.rta.serv.fin.bank,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Financial Services - Banking and other financial services (excl. insurance),,,,,,,,,,,,,,,,,,,,,,
2474,Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Other Human Health Services,Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Other Human Health Services,I-TIP Services,presence,Presence,Yes/No,5.03,trade.rta.serv.health.other.hhs,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Health Related and Social Services - Other Human Health Services,,,,,,,,,,,,,,,,,,,,,,
2478,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Travel agencies and tour operators services,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Travel agencies and tour operators services,I-TIP Services,presence,Presence,Yes/No,5.003,trade.rta.serv.mmits.tourism.travel,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Travel agencies and tour operators services,,5.003,trade.rta.serv.mmits.tourism.travel,Trade,Trade Outcomes,Tourism,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Travel agencies and tour operators services,,5.003,sectors.rta.serv.mmits.tourism.travel,Sectors,Tourism,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Travel agencies and tour operators services,,,,,,,,,
2482,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - News agency services","Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - News agency services",I-TIP Services,presence,Presence,Yes/No,5.0360000000000005,trade.rta.serv.rec.news,Trade,Trade Facilitation,Regional Agreements on Trade in Services,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - News agency services",,,,,,,,,,,,,,,,,,,,,,
2485,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Other","Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Other",I-TIP Services,presence,Presence,Yes/No,5.037,trade.rta.serv.rec.other,Trade,Trade Facilitation,Regional Agreements on Trade in Services,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Other",,,,,,,,,,,,,,,,,,,,,,
2488,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Air Transport Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Air Transport Services,I-TIP Services,presence,Presence,Yes/No,5.0489999999999995,trade.rta.serv.trans.air,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Air Transport Services,,,,,,,,,,,,,,,,,,,,,,
2477,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Hotels and restaurants (incl. catering),Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Hotels and restaurants (incl. catering),I-TIP Services,presence,Presence,Yes/No,5.001,sectors.rta.serv.mmits.tourism.hotel,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Hotels and restaurants (incl. catering),,5.001,sectors.rta.serv.mmits.tourism.hotel,Trade,Trade Outcomes,Tourism,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Hotels and restaurants (incl. catering),,5.001,sectors.rta.serv.mmits.tourism.hotel,Sectors,Tourism,Regional trade agreement (RTA) trade in services commitments: Tourism and travel related services - hotels and restaurants (incl. catering),,,,,,,,,
2480,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Other,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Other,I-TIP Services,presence,Presence,Yes/No,5.004,sectors.rta.serv.mmits.tourism.other,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Other,,5.004,sectors.rta.serv.mmits.tourism.other,Trade,Trade Outcomes,Tourism,Regional Trade Agreement (RTA) trade in services commitments: Tourism and Travel Related Services - Other,,5.004,sectors.rta.serv.mmits.tourism.other,Sectors,Tourism,Regional trade agreement (RTA) trade in services commitments: Tourism and travel related services - Other,,,,,,,,,
2483,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Libraries, archives, museums and other cultural services","Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Libraries, archives, museums and other cultural services",I-TIP Services,presence,Presence,Yes/No,5.045,trade.rta.serv.rec.library,Trade,Trade Facilitation,Regional Agreements on Trade in Services,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Libraries, archives, museums and other cultural services",,,,,,,,,,,,,,,,,,,,,,
2486,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Maritime Transport Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Maritime Transport Services,I-TIP Services,presence,Presence,Yes/No,5.046,trade.rta.serv.trans.maritime,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Maritime Transport Services,,,,,,,,,,,,,,,,,,,,,,
2489,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Space Transport,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Space Transport,I-TIP Services,presence,Presence,Yes/No,5.047,trade.rta.serv.trans.space,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Space Transport,,,,,,,,,,,,,,,,,,,,,,
2492,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Pipeline Transport,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Pipeline Transport,I-TIP Services,presence,Presence,Yes/No,5.048,trade.rta.serv.trans.pipe,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Pipeline Transport,,,,,,,,,,,,,,,,,,,,,,
2495,Applied regimes affecting market access for trade in services: Other Services Not Included Elsewhere,Applied regimes affecting market access for trade in services: Other Services Not Included Elsewhere,I-TIP Services,presence,Presence,Yes/No,5.005,mkt.acc.trade.serv.other,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Other Services Not Included Elsewhere,,,,,,,,,,,,,,,,,,,,,,
3116,Total early-stage Entrepreneurial Activity (TEA),Total early-stage Entrepreneurial Activity (TEA),Global Entrepreneurship Monitor Adult Population Survey,value,Index (1-9),Index (1-9),2.001,aps.ea.total,Innovation,Entrepreneurship,Entrepreneurship Rates,Entrepreneurial Activity,Total early-stage Entrepreneurial Activity (TEA),,,,,,,,,,,,,,,,,,,,,
2481,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Entertainment services (including theatre, live bands and circus services)","Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Entertainment services (including theatre, live bands and circus services)",I-TIP Services,presence,Presence,Yes/No,5.041,trade.rta.serv.rec.ent,Trade,Trade Facilitation,Regional Agreements on Trade in Services,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Entertainment services (including theatre, live bands and circus services)",,,,,,,,,,,,,,,,,,,,,,
2484,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Sporting and other recreational services","Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Sporting and other recreational services",I-TIP Services,presence,Presence,Yes/No,5.042,trade.rta.serv.rec.sport,Trade,Trade Facilitation,Regional Agreements on Trade in Services,"Regional Trade Agreement (RTA) trade in services commitments: Recreational, Cultural and Sporting Services - Sporting and other recreational services",,,,,,,,,,,,,,,,,,,,,,
2487,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Internal Waterways Transport,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Internal Waterways Transport,I-TIP Services,presence,Presence,Yes/No,5.043,trade.rta.serv.trans.water,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Internal Waterways Transport,,,,,,,,,,,,,,,,,,,,,,
2490,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Rail Transport Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Rail Transport Services,I-TIP Services,presence,Presence,Yes/No,5.044,trade.rta.serv.trans.rail,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Rail Transport Services,,,,,,,,,,,,,,,,,,,,,,
2493,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Services auxiliary to all modes of transport,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Services auxiliary to all modes of transport,I-TIP Services,presence,Presence,Yes/No,5.052,trade.rta.serv.trans.aux,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Services auxiliary to all modes of transport,,,,,,,,,,,,,,,,,,,,,,
2496,Applied regimes affecting market access for trade in services: Business Services - Professional Services,Applied regimes affecting market access for trade in services: Business Services - Professional Services,I-TIP Services,presence,Presence,Yes/No,4.002,mkt.acc.trade.serv.biz.prof,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Business Services - Professional Services,,,,,,,,,,,,,,,,,,,,,,
2499,Applied regimes affecting market access for trade in services: Business Services - Real Estate Services,Applied regimes affecting market access for trade in services: Business Services - Real Estate Services,I-TIP Services,presence,Presence,Yes/No,5.0089999999999995,mkt.acc.trade.serv.biz.estate,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Business Services - Real Estate Services,,,,,,,,,,,,,,,,,,,,,,
2491,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Road Transport Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Road Transport Services,I-TIP Services,presence,Presence,Yes/No,5.05,trade.rta.serv.trans.road,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Road Transport Services,,,,,,,,,,,,,,,,,,,,,,
2494,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Other Transport Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Other Transport Services,I-TIP Services,presence,Presence,Yes/No,5.051,trade.rta.serv.trans.other,Trade,Trade Facilitation,Regional Agreements on Trade in Services,Regional Trade Agreement (RTA) trade in services commitments: Transport Services - Other Transport Services,,,,,,,,,,,,,,,,,,,,,,
2497,Applied regimes affecting market access for trade in services: Business Services - Computer and Related Services,Applied regimes affecting market access for trade in services: Business Services - Computer and Related Services,I-TIP Services,presence,Presence,Yes/No,5.006,mkt.acc.trade.serv.biz.computer,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Business Services - Computer and Related Services,,,,,,,,,,,,,,,,,,,,,,
2500,Applied regimes affecting market access for trade in services: Business Services - Rental/Leasing Services without Operators,Applied regimes affecting market access for trade in services: Business Services - Rental/Leasing Services without Operators,I-TIP Services,presence,Presence,Yes/No,5.007,mkt.acc.trade.serv.biz.rent,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Business Services - Rental/Leasing Services without Operators,,,,,,,,,,,,,,,,,,,,,,
2503,Applied regimes affecting market access for trade in services: Communication Services - Courier services,Applied regimes affecting market access for trade in services: Communication Services - Courier services,I-TIP Services,presence,Presence,Yes/No,5.008,mkt.acc.trade.serv.comm.courier,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Communication Services - Courier services,,,,,,,,,,,,,,,,,,,,,,
2506,Applied regimes affecting market access for trade in services: Communication Services - Other,Applied regimes affecting market access for trade in services: Communication Services - Other,I-TIP Services,presence,Presence,Yes/No,5.016,mkt.acc.trade.serv.comm.other,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Communication Services - Other,,,,,,,,,,,,,,,,,,,,,,
2498,Applied regimes affecting market access for trade in services: Business Services - Research and Development Services,Applied regimes affecting market access for trade in services: Business Services - Research and Development Services,I-TIP Services,presence,Presence,Yes/No,4.001,mkt.acc.trade.serv.biz.rnd,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Business Services - Research and Development Services,,,,,,,,,,,,,,,,,,,,,,
2501,Applied regimes affecting market access for trade in services: Business Services - Other Business Services,Applied regimes affecting market access for trade in services: Business Services - Other Business Services,I-TIP Services,presence,Presence,Yes/No,5.012,mkt.acc.trade.serv.biz.other,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Business Services - Other Business Services,,,,,,,,,,,,,,,,,,,,,,
2504,Applied regimes affecting market access for trade in services: Communication Services - Telecommunication services,Applied regimes affecting market access for trade in services: Communication Services - Telecommunication services,I-TIP Services,presence,Presence,Yes/No,5.013,mkt.acc.trade.serv.comm.tel,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Communication Services - Telecommunication services,,,,,,,,,,,,,,,,,,,,,,
2507,Applied regimes affecting market access for trade in services: Construction and Related Engineering Services - General construction work for buildings,Applied regimes affecting market access for trade in services: Construction and Related Engineering Services - General construction work for buildings,I-TIP Services,presence,Presence,Yes/No,5.013999999999999,mkt.acc.trade.serv.constr.gnrl.build,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Construction and Related Engineering Services - General construction work for buildings,,,,,,,,,,,,,,,,,,,,,,
2510,Applied regimes affecting market access for trade in services: Construction and Related Engineering Services - Building completion and finishing work,Applied regimes affecting market access for trade in services: Construction and Related Engineering Services - Building completion and finishing work,I-TIP Services,presence,Presence,Yes/No,5.015,mkt.acc.trade.serv.constr.buid,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Construction and Related Engineering Services - Building completion and finishing work,,,,,,,,,,,,,,,,,,,,,,
3125,International Orientation early-stage Entrepreneurial Activity,International Orientation early-stage Entrepreneurial Activity,Global Entrepreneurship Monitor Adult Population Survey,value,Index (1-9),Index (1-9),4.003,aps.ea.intnl,Innovation,Entrepreneurship,Entrepreneurship Rates,Entrepreneurial Activity,International Orientation early-stage Entrepreneurial Activity,,,,,,,,,,,,,,,,,,,,,
2502,Applied regimes affecting market access for trade in services: Communication Services - Postal services,Applied regimes affecting market access for trade in services: Communication Services - Postal services,I-TIP Services,presence,Presence,Yes/No,5.01,mkt.acc.trade.serv.comm.postal,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Communication Services - Postal services,,,,,,,,,,,,,,,,,,,,,,
2505,Applied regimes affecting market access for trade in services: Communication Services - Audiovisual services,Applied regimes affecting market access for trade in services: Communication Services - Audiovisual services,I-TIP Services,presence,Presence,Yes/No,5.011,mkt.acc.trade.serv.comm.av,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Communication Services - Audiovisual services,,,,,,,,,,,,,,,,,,,,,,
2508,Applied regimes affecting market access for trade in services: Construction and Related Engineering Services - General construction work for civil engineering,Applied regimes affecting market access for trade in services: Construction and Related Engineering Services - General construction work for civil engineering,I-TIP Services,presence,Presence,Yes/No,5.021,mkt.acc.trade.serv.constr.gnrl.civil,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Construction and Related Engineering Services - General construction work for civil engineering,,,,,,,,,,,,,,,,,,,,,,
2511,Applied regimes affecting market access for trade in services: Construction and Related Engineering Services - Other,Applied regimes affecting market access for trade in services: Construction and Related Engineering Services - Other,I-TIP Services,presence,Presence,Yes/No,5.022,mkt.acc.trade.serv.constr.other,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Construction and Related Engineering Services - Other,,,,,,,,,,,,,,,,,,,,,,
2514,Applied regimes affecting market access for trade in services: Distribution Services - Retailing services,Applied regimes affecting market access for trade in services: Distribution Services - Retailing services,I-TIP Services,presence,Presence,Yes/No,4.004,mkt.acc.trade.serv.dist.retail,Trade,Trade Facilitation,Applied Regimes on Trade in Services,Applied regimes affecting market access for trade in services: Distribution Services - Retailing services,,,,,,,,,,,,,,,,,,,,,,
3126,# of enterprise entries,# of enterprise entries,Timely Indicators of Entrepreneurship,value,Index (2007=100),Index (2007=100),4.003,en.pol.entr.entries,Innovation,Firm Dynamics,Firm dynamics: Entry and Exit,# of enterprise entries,,,,,,,,,,,,,,,,,,,,,,
